"UniqueID","RANK","sign-DISC","sign-REPL","NEW-Entrez-ID","NEW-Gene-ID","DISC: WB","Weight","Zscore","Direction","P","REPL: WB","Weight","Zscore","Direction","P","META: Weight","META: Zscore","META:Direction","META: P","REPL-cerebellum","Weight","Effect","SE","P","REPL-frontalcortex","Weight","Effect","SE","P","REPL-CD4+","Weight","Zscore","P","REPL-CD8+","Weight","Effect","SE","P","REPL-CD14+/monocytes","Weight","Zscore","P","REPL-LCLs","Weight","Effect","SE","P","REPL-LYMPHOCYTES","Weight","Effect","SE","P","REPL-PBMCs","Weight","Zscore","P"
46307,51,"y","y",3002,"GZMB","++++++",7257,14.190,"+",1.06E-45,"++++++++",8009,13.56,"+",6.69E-42,15266,19.607,"+",1.35E-85,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","++",515,4.007,6.16E-05,"+",299,0.064,0.016,5.70E-05,"++",567,1.958,5.02E-02,"?",0,"ns","ns","ns","+",1244,0.006,0.001,8.46E-11,"++",362,2.434,1.49E-02
62221,52,"y","y",9057,"SLC7A6","------",7257,-15.235,"-",2.07E-52,"--------",8009,-12.50,"-",7.42E-36,15266,-19.558,"-",3.50E-85,"+",394,0.009,0.003,1.03E-02,"+",394,0.004,0.003,1.82E-01,"--",515,-3.210,1.33E-03,"-",299,-0.051,0.007,4.12E-12,"-+",567,0.911,3.62E-01,"+",869,0.002,0.001,1.63E-02,"?",0,"ns","ns","ns","--",362,-3.938,8.22E-05
32334,53,"y","y",55020,"TTC38","++++++",7257,13.878,"+",8.64E-44,"+++-++++",8009,13.62,"+",3.21E-42,15266,19.431,"+",4.25E-84,"+",394,0.003,0.003,2.80E-01,"?",0,"ns","ns","ns","+?",302,2.605,9.19E-03,"+",299,0.041,0.009,1.13E-05,"?-",354,-1.433,1.52E-01,"?",0,"ns","ns","ns","+",1244,0.005,0.001,5.82E-16,"+?",134,0.011,9.91E-01
23999,54,"y","y",3615,"IMPDH2","------",7257,-14.089,"-",4.44E-45,"--------",8009,-13.34,"-",1.34E-40,15266,-19.377,"-",1.21E-83,"-",394,-0.004,0.003,1.51E-01,"+",394,0.006,0.003,6.50E-02,"+-",515,-0.784,4.33E-01,"-",299,-0.032,0.005,7.19E-09,"-+",567,1.062,2.88E-01,"-",869,0.000,0.001,7.92E-01,"?",0,"ns","ns","ns","--",362,-1.094,2.74E-01
29562,55,"y","y",10750,"GRAP","------",7257,-14.824,"-",1.02E-49,"--------",8009,-12.56,"-",3.40E-36,15266,-19.32,"-",3.64E-83,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","--",515,-3.215,1.30E-03,"-",299,-0.035,0.007,1.74E-06,"-+",567,0.060,9.52E-01,"-",869,-0.001,0.002,5.19E-01,"?",0,"ns","ns","ns","--",362,-2.220,2.64E-02
19751,56,"y","y",4925,"NUCB2","--+---",7257,-12.039,"-",2.22E-33,"--------",8009,-15.18,"-",4.94E-52,15266,-19.294,"-",6.02E-83,"-",394,-0.010,0.003,1.04E-04,"-",394,-0.003,0.003,1.90E-01,"--",515,-6.077,1.22E-09,"-",299,-0.039,0.005,3.18E-13,"--",567,-2.999,2.71E-03,"-",869,-0.002,0.002,4.37E-01,"?",0,"ns","ns","ns","--",362,-3.672,2.40E-04
61718,57,"y","y",2091,"FBL","------",7257,-13.815,"-",2.07E-43,"--------",8009,-13.15,"-",1.68E-39,15266,-19.05,"-",6.51E-81,"+",394,0.007,0.003,2.99E-02,"+",394,0.011,0.003,1.38E-03,"--",515,-3.146,1.66E-03,"-",299,-0.023,0.004,1.35E-07,"--",567,-3.275,1.06E-03,"+",869,0.001,0.001,3.14E-01,"-",1244,-0.003,0.001,2.57E-06,"-+",362,-0.991,3.22E-01
45713,58,"y","y",79899,"PRR5L","++++++",7257,13.690,"+",1.16E-42,"++++++++",8009,13.13,"+",2.23E-39,15266,18.949,"+",4.50E-80,"?",0,"ns","ns","ns","+",394,0.006,0.004,7.84E-02,"+?",302,2.881,3.96E-03,"+",299,0.017,0.007,1.30E-02,"?+",354,0.813,4.16E-01,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","+?",134,0.004,9.97E-01
68080,59,"y","y",6304,"SATB1","------",7257,-13.046,"-",6.66E-39,"--------",8009,-13.72,"-",7.38E-43,15266,-18.935,"-",5.87E-80,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","--",515,-4.362,1.29E-05,"-",299,-0.044,0.007,2.70E-10,"--",567,-2.671,7.57E-03,"?",0,"ns","ns","ns","-",1244,-0.010,0.001,3.00E-35,"--",362,-3.372,7.45E-04
62353,60,"y","y",3575,"IL7R","------",7257,-16.737,"-",7.07E-63,"--------",8009,-10.17,"-",2.85E-24,15266,-18.902,"-",1.10E-79,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","--",515,-0.868,3.85E-01,"-",299,-0.026,0.012,3.19E-02,"--",567,-2.514,1.19E-02,"-",869,0.000,0.001,8.72E-01,"?",0,"ns","ns","ns","-+",362,-0.982,3.26E-01
30997,61,"y","y",65982,"ZSCAN18","------",7257,-13.576,"-",5.56E-42,"--------",8009,-12.96,"-",2.11E-38,15266,-18.746,"-",2.08E-78,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","?-",213,-0.430,6.67E-01,"?",0,"ns","ns","ns","+-",567,0.250,8.03E-01,"-",869,-0.003,0.001,3.07E-05,"-",1244,-0.005,0.000,4.41E-33,"-+",362,-1.514,1.30E-01
61231,62,"y","y",154,"ADRB2","++++++",7257,13.205,"+",8.18E-40,"++++++++",8009,13.28,"+",3.02E-40,15266,18.724,"+",3.18E-78,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","++",515,4.108,4.00E-05,"+",299,0.032,0.008,3.81E-05,"+-",567,0.030,9.76E-01,"-",869,0.000,0.001,9.59E-01,"?",0,"ns","ns","ns","++",362,1.262,2.07E-01
44530,63,"y","y",3820,"KLRB1","------",7257,-13.010,"-",1.08E-38,"--------",8009,-13.46,"-",2.55E-41,15266,-18.722,"-",3.29E-78,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","--",515,-2.137,3.26E-02,"-",299,-0.054,0.013,7.41E-05,"+-",567,-0.703,4.82E-01,"+",869,0.000,0.001,9.29E-01,"?",0,"ns","ns","ns","++",362,1.518,1.29E-01
14179,64,"y","y",3326,"HSP90AB1","------",7257,-14.161,"-",1.59E-45,"--------",8009,-12.36,"-",4.30E-35,15266,-18.716,"-",3.64E-78,"+",394,0.000,0.003,8.94E-01,"-",394,0.000,0.003,9.86E-01,"?-",213,-1.717,8.60E-02,"?",0,"ns","ns","ns","--",567,-2.093,3.64E-02,"-",869,-0.001,0.001,4.80E-01,"-",1244,-0.002,0.000,3.67E-04,"--",362,-1.895,5.81E-02
27375,65,"y","y",29802,"VPREB3","------",7257,-12.905,"-",4.22E-38,"---+----",8009,-13.55,"-",8.47E-42,15266,-18.708,"-",4.22E-78,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","?+",213,0.341,7.33E-01,"?",0,"ns","ns","ns","+-",567,-0.355,7.23E-01,"+",869,0.001,0.002,5.95E-01,"-",1244,-0.002,0.001,3.04E-05,"+-",362,-1.145,2.52E-01
25961,66,"y","y",6932,"TCF7","------",7257,-13.330,"-",1.55E-40,"--------",8009,-13.04,"-",7.46E-39,15266,-18.634,"-",1.70E-77,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","-+",515,-0.814,4.16E-01,"-",299,-0.018,0.003,1.14E-07,"+-",567,-0.680,4.97E-01,"-",869,-0.008,0.002,6.14E-04,"?",0,"ns","ns","ns","--",362,-1.297,1.95E-01
19586,67,"y","y",114879,"OSBPL5","++++++",7257,13.939,"+",3.69E-44,"++++++++",8009,12.37,"+",3.98E-35,15266,18.567,"+",5.91E-77,"+",394,0.009,0.003,5.64E-03,"+",394,0.002,0.003,4.61E-01,"+-",515,1.060,2.89E-01,"+",299,0.028,0.008,1.11E-03,"++",567,0.886,3.75E-01,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","++",362,0.046,9.63E-01
22579,68,"y","y",3512,"IGJ","------",7257,-8.883,"-",6.52E-19,"--------",8009,-17.12,"-",1.08E-65,15266,-18.524,"-",1.33E-76,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","--",515,-3.212,1.32E-03,"-",299,-0.014,0.007,6.54E-02,"+-",567,-1.396,1.63E-01,"-",869,-0.004,0.003,1.85E-01,"-",1244,-0.012,0.002,5.39E-14,"--",362,-5.088,3.61E-07
25893,69,"y","y",81563,"C1orf21","++++++",7257,11.889,"+",1.35E-32,"++++++?+",6552,14.24,"+",5.42E-46,13809,18.425,"+",8.24E-76,"+",394,0.015,0.003,1.47E-06,"-",394,-0.009,0.004,1.26E-02,"?+",213,2.430,1.51E-02,"+",299,0.011,0.005,3.05E-02,"+?",213,3.050,2.29E-03,"-",869,-0.002,0.001,1.17E-01,"?",0,"ns","ns","ns","++",362,2.523,1.16E-02
32844,70,"y","y",64919,"BCL11B","---?--",6376,-13.517,"-",1.24E-41,"--------",8009,-12.61,"-",1.86E-36,14385,-18.408,"-",1.13E-75,"?",0,"ns","ns","ns","-",394,-0.006,0.003,6.75E-02,"-+",515,-0.404,6.86E-01,"-",299,-0.035,0.009,1.62E-04,"+-",567,-0.361,7.18E-01,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","-+",362,-0.863,3.88E-01
13915,71,"y","y",9397,"NMT2","------",7257,-14.499,"-",1.24E-47,"--------",8009,-11.59,"-",4.47E-31,15266,-18.393,"-",1.49E-75,"+",394,0.005,0.003,9.09E-02,"+",394,0.006,0.003,4.64E-02,"--",515,-2.006,4.48E-02,"-",299,-0.009,0.006,1.32E-01,"--",567,-2.375,1.76E-02,"-",869,-0.009,0.002,6.71E-06,"-",1244,-0.003,0.000,3.44E-11,"--",362,-2.933,3.36E-03
26501,72,"y","y",8718,"TNFRSF25","------",7257,-13.869,"-",9.70E-44,"--------",8009,-12.12,"-",8.39E-34,15266,-18.34,"-",3.94E-75,"+",394,0.014,0.003,4.61E-07,"+",394,0.015,0.003,6.01E-07,"-+",515,0.190,8.50E-01,"-",299,-0.044,0.009,1.92E-06,"+-",567,0.991,3.22E-01,"-",869,-0.001,0.001,2.25E-01,"?",0,"ns","ns","ns","--",362,-3.628,2.85E-04
61503,73,"y","y",5796,"PTPRK","------",7257,-12.737,"-",3.69E-37,"-----??-",6325,-13.18,"-",1.23E-39,13582,-18.301,"-",8.17E-75,"-",394,-0.016,0.003,1.16E-06,"+",394,0.007,0.003,4.45E-02,"?-",213,-4.970,6.69E-07,"-",299,-0.005,0.002,1.58E-02,"+-",567,-1.426,1.54E-01,"+",869,0.005,0.003,9.47E-02,"-",1244,-0.001,0.000,3.08E-04,"-?",134,-1.893,5.83E-02
8657,74,"y","y",121551,"BTBD11","------",7257,-12.171,"-",4.44E-34,"--------",8009,-13.29,"-",2.82E-40,15266,-18.014,"-",1.51E-72,"-",394,-0.003,0.003,3.60E-01,"-",394,0.000,0.003,8.92E-01,"--",515,-3.709,2.08E-04,"-",299,-0.056,0.008,1.64E-10,"++",567,1.346,1.78E-01,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","-+",362,-0.085,9.32E-01
25675,75,"y","y",10913,"EDAR","------",7257,-13.062,"-",5.44E-39,"--------",8009,-12.40,"-",2.54E-35,15266,-17.989,"-",2.38E-72,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","--",515,-4.582,4.62E-06,"-",299,-0.017,0.003,6.07E-07,"+-",567,0.337,7.37E-01,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","--",362,-1.612,1.07E-01
34119,76,"y","y",6785,"ELOVL4","------",7257,-14.909,"-",2.90E-50,"--------",8009,-10.55,"-",5.24E-26,15266,-17.918,"-",8.47E-72,"-",394,-0.002,0.003,5.28E-01,"-",394,-0.007,0.004,5.90E-02,"--",515,-1.671,9.47E-02,"-",299,-0.013,0.004,2.26E-03,"+-",567,-0.562,5.74E-01,"?",0,"ns","ns","ns","-",1244,-0.002,0.000,1.32E-10,"-?",134,-3.470,5.20E-04
21384,77,"y","y",3956,"LGALS1","++++++",7257,13.568,"+",6.17E-42,"++++++++",8009,11.66,"+",2.09E-31,15266,17.799,"+",7.20E-71,"+",394,0.003,0.003,4.12E-01,"+",394,0.001,0.003,6.82E-01,"++",515,7.686,1.52E-14,"+",299,0.060,0.008,2.87E-12,"+-",567,-1.559,1.19E-01,"-",869,-0.003,0.002,1.21E-01,"?",0,"ns","ns","ns","++",362,1.289,1.97E-01
44129,78,"y","y",26249,"KLHL3","------",7257,-13.185,"-",1.07E-39,"--------",8009,-12.02,"-",2.96E-33,15266,-17.793,"-",7.95E-71,"+",394,0.005,0.003,1.20E-01,"+",394,0.006,0.003,8.54E-02,"--",515,-2.745,6.05E-03,"-",299,-0.045,0.007,3.71E-10,"++",567,1.032,3.02E-01,"+",869,0.001,0.001,4.67E-01,"-",1244,-0.003,0.000,1.52E-15,"--",362,-2.944,3.24E-03
39754,79,"y","y",926,"CD8B","------",7257,-11.084,"-",1.50E-28,"----+---",8009,-13.91,"-",5.20E-44,15266,-17.72,"-",2.92E-70,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","+-",515,-1.075,2.82E-01,"-",299,-0.005,0.007,4.71E-01,"+?",213,3.070,2.14E-03,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","--",362,-2.093,3.63E-02
23293,80,"y","y",26960,"NBEA","------",7257,-10.843,"-",2.15E-27,"+---???-",6204,-14.22,"-",7.19E-46,13461,-17.613,"-",1.95E-69,"-",394,-0.008,0.003,1.42E-02,"-",394,-0.014,0.003,1.20E-05,"?-",213,-4.086,4.39E-05,"?",0,"ns","ns","ns","--",567,-2.749,5.98E-03,"+",869,0.006,0.002,9.89E-03,"?",0,"ns","ns","ns","--",362,-2.411,1.59E-02
26107,81,"y","y",9891,"NUAK1","++++++",7257,15.281,"+",1.02E-52,"++++++++",8009,9.75,"+",1.86E-22,15266,17.597,"+",2.58E-69,"-",394,-0.004,0.003,1.99E-01,"-",394,-0.002,0.003,5.76E-01,"?+",213,0.421,6.74E-01,"?",0,"ns","ns","ns","+?",213,2.432,1.50E-02,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","+?",134,0.038,9.70E-01
24813,82,"y","y",220158,"GTSCR1","++++++",7257,10.450,"+",1.46E-25,"++++++++",8009,14.31,"+",1.97E-46,15266,17.568,"+",4.32E-69,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","++",515,8.156,3.46E-16,"-",299,-0.001,0.005,8.65E-01,"-+",567,-0.379,7.05E-01,"+",869,0.000,0.001,9.54E-01,"?",0,"ns","ns","ns","+?",134,0.548,5.84E-01
48024,83,"y","y",80310,"PDGFD","++++++",7257,12.147,"+",5.99E-34,"+++-++++",8009,12.66,"+",1.05E-36,15266,17.541,"+",6.99E-69,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","++",515,2.024,4.29E-02,"+",299,0.010,0.003,1.07E-04,"+?",213,1.129,2.59E-01,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","++",362,2.176,2.96E-02
15878,84,"y","y",301,"ANXA1","++++++",7257,11.425,"+",3.13E-30,"++++--++",8009,13.33,"+",1.53E-40,15266,17.533,"+",8.01E-69,"-",394,-0.002,0.004,5.53E-01,"+",394,0.004,0.003,2.59E-01,"++",515,4.323,1.54E-05,"+",299,0.033,0.011,2.11E-03,"-+",567,1.517,1.29E-01,"+",869,0.010,0.005,4.51E-02,"+",1244,0.005,0.001,9.72E-08,"-+",362,0.866,3.86E-01
18783,85,"y","y",164668,"APOBEC3H","++-+++",7257,11.567,"+",6.04E-31,"++++++++",8009,13.13,"+",2.10E-39,15266,17.488,"+",1.75E-68,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","++",515,8.438,3.22E-17,"+",299,0.030,0.006,6.87E-07,"++",567,3.843,1.21E-04,"-",869,-0.001,0.002,4.13E-01,"+",1244,0.003,0.000,5.87E-31,"+?",134,0.014,9.89E-01
47389,86,"y","y",472,"ATM","------",7257,-13.685,"-",1.25E-42,"--------",8009,-11.09,"-",1.41E-28,15266,-17.468,"-",2.53E-68,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","--",515,-1.876,6.06E-02,"-",299,-0.037,0.009,3.79E-05,"-+",567,1.863,6.25E-02,"-",869,-0.003,0.001,4.80E-02,"?",0,"ns","ns","ns","--",362,-1.674,9.41E-02
66851,87,"y","y",3399,"ID3","------",7257,-11.836,"-",2.55E-32,"--------",8009,-12.74,"-",3.50E-37,15266,-17.389,"-",1.00E-67,"-",394,-0.001,0.003,7.12E-01,"+",394,0.006,0.003,3.37E-02,"-+",515,-0.242,8.09E-01,"-",299,-0.029,0.006,6.40E-06,"--",567,-1.169,2.42E-01,"+",869,0.002,0.002,2.93E-01,"-",1244,-0.001,0.000,2.19E-03,"-+",362,-0.458,6.47E-01
52164,88,"y","y",91523,"PCED1B","------",7257,-13.304,"-",2.18E-40,"--------",8009,-11.33,"-",9.21E-30,15266,-17.38,"-",1.16E-67,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","++",515,0.926,3.55E-01,"-",299,-0.032,0.006,6.06E-07,"+-",567,-0.208,8.35E-01,"+",869,0.005,0.001,1.62E-03,"-",1244,-0.006,0.001,1.29E-16,"--",362,-2.818,4.83E-03
33805,89,"y","y",22837,"COBLL1","------",7257,-12.922,"-",3.40E-38,"--------",8009,-11.67,"-",1.92E-31,15266,-17.358,"-",1.71E-67,"+",394,0.000,0.004,9.04E-01,"+",394,0.005,0.003,1.53E-01,"--",515,-3.201,1.37E-03,"-",299,-0.004,0.003,2.20E-01,"+-",567,-0.326,7.45E-01,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","--",362,-2.834,4.60E-03
25301,90,"y","y",51237,"MZB1","---?--",6376,-9.708,"-",2.77E-22,"----+---",8009,-14.53,"-",7.66E-48,14385,-17.306,"-",4.20E-67,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","-+",515,-0.902,3.67E-01,"-",299,-0.003,0.006,5.93E-01,"+-",567,0.855,3.92E-01,"+",869,0.002,0.001,2.92E-01,"?",0,"ns","ns","ns","-?",134,-1.906,5.66E-02
19866,91,"y","y",2841,"GPR18","------",7257,-13.679,"-",1.35E-42,"--------",8009,-10.82,"-",2.71E-27,15266,-17.27,"-",7.92E-67,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","++",515,0.499,6.18E-01,"-",299,-0.012,0.006,3.90E-02,"--",567,-0.823,4.11E-01,"-",869,-0.005,0.003,8.21E-02,"?",0,"ns","ns","ns","++",362,0.782,4.34E-01
30850,92,"y","y",95681,"CEP41","------",7257,-13.480,"-",2.04E-41,"--------",8009,-10.84,"-",2.24E-27,15266,-17.145,"-",6.80E-66,"-",394,-0.016,0.003,2.50E-06,"-",394,-0.007,0.003,4.12E-02,"--",515,-2.796,5.17E-03,"-",299,-0.009,0.002,1.25E-04,"--",567,-1.536,1.24E-01,"+",869,0.002,0.001,2.56E-03,"-",1244,-0.002,0.000,5.27E-18,"--",362,-2.380,1.73E-02
48804,93,"y","y",2113,"ETS1","------",7257,-13.493,"-",1.73E-41,"--------",8009,-10.74,"-",6.64E-27,15266,-17.081,"-",2.04E-65,"-",394,-0.005,0.003,1.31E-01,"-",394,-0.005,0.003,1.38E-01,"?-",213,-2.143,3.21E-02,"?",0,"ns","ns","ns","+-",567,-1.185,2.36E-01,"+",869,0.000,0.001,7.90E-01,"?",0,"ns","ns","ns","--",362,-2.530,1.14E-02
48422,94,"y","y",150864,"FAM117B","------",7257,-12.098,"-",1.08E-33,"--------",8009,-12.01,"-",3.27E-33,15266,-17.038,"-",4.29E-65,"+",394,0.006,0.003,8.25E-02,"+",394,0.007,0.003,1.97E-02,"--",515,-5.129,2.92E-07,"-",299,-0.054,0.007,4.12E-12,"-+",567,1.569,1.17E-01,"+",869,0.001,0.001,3.95E-01,"?",0,"ns","ns","ns","-+",362,-1.394,1.63E-01
45185,95,"y","y",2053,"EPHX2","------",7257,-12.692,"-",6.52E-37,"-----+--",8009,-11.44,"-",2.63E-30,15266,-17.037,"-",4.34E-65,"+",394,0.005,0.003,1.25E-01,"?",0,"ns","ns","ns","--",515,-3.112,1.86E-03,"-",299,-0.049,0.007,3.35E-12,"+-",567,-0.184,8.54E-01,"+",869,0.002,0.001,2.39E-01,"?",0,"ns","ns","ns","--",362,-2.103,3.55E-02
14527,96,"y","y",814,"CAMK4","------",7257,-14.466,"-",1.98E-47,"+----+--",8009,-9.74,"-",2.15E-22,15266,-17.025,"-",5.37E-65,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","?-",213,-3.494,4.75E-04,"?",0,"ns","ns","ns","-?",213,-0.478,6.33E-01,"-",869,-0.001,0.002,6.46E-01,"-",1244,-0.002,0.000,3.80E-12,"--",362,-1.969,4.90E-02
22104,97,"y","y",255231,"MCOLN2","++-+++",7257,10.173,"+",2.63E-24,"++++++++",8009,13.77,"+",3.79E-43,15266,16.988,"+",1.00E-64,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","++",515,5.067,4.05E-07,"+",299,0.046,0.009,1.13E-06,"+-",567,-0.058,9.54E-01,"-",869,-0.004,0.001,1.39E-03,"?",0,"ns","ns","ns","-+",362,0.212,8.32E-01
48606,98,"y","y",1235,"CCR6","---?--",6376,-13.806,"-",2.34E-43,"---+--+-",8009,-10.45,"-",1.49E-25,14385,-16.988,"-",1.01E-64,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","?+",213,2.063,3.91E-02,"?",0,"ns","ns","ns","+-",567,-2.228,2.59E-02,"-",869,-0.001,0.002,7.02E-01,"?",0,"ns","ns","ns","+-",362,0.098,9.22E-01
53254,99,"y","y",7294,"TXK","------",7257,-11.805,"-",3.67E-32,"-----+--",8009,-12.17,"-",4.50E-34,15266,-16.954,"-",1.80E-64,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","--",515,-3.148,1.65E-03,"-",299,-0.048,0.007,1.47E-10,"--",567,-1.437,1.51E-01,"+",869,0.004,0.001,7.93E-03,"?",0,"ns","ns","ns","--",362,-1.268,2.05E-01
48520,100,"y","y",23484,"LEPROTL1","------",7257,-12.769,"-",2.44E-37,"--------",8009,-11.22,"-",3.29E-29,15266,-16.93,"-",2.71E-64,"-",394,-0.005,0.003,8.01E-02,"-",394,-0.001,0.003,7.96E-01,"--",515,-3.220,1.28E-03,"-",299,-0.031,0.009,6.38E-04,"--",567,-4.551,5.33E-06,"+",869,0.002,0.001,2.03E-02,"-",1244,-0.005,0.001,1.95E-12,"-+",362,-0.231,8.17E-01
21452,101,"y","y",8942,"KYNU","++++++",7257,12.767,"+",2.50E-37,"++++++++",8009,11.19,"+",4.35E-29,15266,16.911,"+",3.75E-64,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","+-",515,0.514,6.07E-01,"+",299,0.014,0.006,2.02E-02,"-+",567,2.155,3.11E-02,"+",869,0.003,0.002,8.55E-02,"?",0,"ns","ns","ns","+-",362,-0.385,7.00E-01
15322,102,"y","y",2149,"F2R","++++++",7257,12.787,"+",1.93E-37,"++++++++",8009,11.17,"+",5.57E-29,15266,16.909,"+",3.88E-64,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","++",515,4.658,3.20E-06,"+",299,0.014,0.004,6.54E-04,"++",567,2.040,4.14E-02,"+",869,0.002,0.003,5.09E-01,"?",0,"ns","ns","ns","++",362,2.095,3.62E-02
23159,103,"y","y",5551,"PRF1","++-+++",7257,11.509,"+",1.19E-30,"++++++++",8009,12.37,"+",3.63E-35,15266,16.897,"+",4.70E-64,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","++",515,4.232,2.31E-05,"+",299,0.027,0.010,8.80E-03,"++",567,1.943,5.20E-02,"-",869,0.000,0.001,5.48E-01,"?",0,"ns","ns","ns","++",362,1.551,1.21E-01
30329,104,"y","y",1736,"DKC1","------",7257,-13.417,"-",4.81E-41,"--------",8009,-10.44,"-",1.65E-25,15266,-16.812,"-",2.01E-63,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","?",0,"ns","ns","?",0,"ns","ns","ns","?-",354,-0.948,3.43E-01,"+",869,0.002,0.001,6.33E-02,"-",1244,-0.002,0.000,5.62E-07,"--",362,-2.365,1.80E-02
29980,105,"y","y",9254,"CACNA2D2","++++++",7257,11.259,"+",2.08E-29,"++++++++",8009,12.45,"+",1.48E-35,15266,16.778,"+",3.57E-63,"+",394,0.006,0.003,7.77E-02,"+",394,0.004,0.003,2.65E-01,"++",515,2.691,7.13E-03,"+",299,0.023,0.005,5.43E-06,"++",567,2.126,3.35E-02,"-",869,0.000,0.000,5.52E-01,"?",0,"ns","ns","ns","++",362,2.930,3.39E-03
59712,106,"y","y",10252,"SPRY1","------",7257,-13.530,"-",1.05E-41,"--------",8009,-10.26,"-",1.04E-24,15266,-16.761,"-",4.68E-63,"-",394,-0.011,0.003,1.03E-03,"-",394,-0.007,0.003,5.31E-02,"?-",213,-0.150,8.81E-01,"?",0,"ns","ns","ns","++",567,1.593,1.11E-01,"-",869,-0.004,0.002,5.04E-02,"?",0,"ns","ns","ns","-?",134,-1.227,2.20E-01
56920,107,"y","y",493,"ATP2B4","++-+++",7257,11.622,"+",3.19E-31,"++++++++",8009,11.92,"+",9.77E-33,15266,16.644,"+",3.35E-62,"+",394,0.002,0.003,5.33E-01,"+",394,0.004,0.003,2.29E-01,"?+",213,2.847,4.42E-03,"?",0,"ns","ns","ns","++",567,1.552,1.21E-01,"-",869,-0.001,0.002,5.15E-01,"?",0,"ns","ns","ns","++",362,0.892,3.73E-01
37995,108,"y","y",2308,"FOXO1","------",7257,-12.571,"-",3.06E-36,"--------",8009,-11.01,"-",3.43E-28,15266,-16.642,"-",3.48E-62,"+",394,0.001,0.003,8.18E-01,"+",394,0.005,0.003,9.84E-02,"++",515,0.747,4.55E-01,"-",299,-0.013,0.005,1.16E-02,"++",567,3.060,2.21E-03,"+",869,0.001,0.001,1.87E-02,"?",0,"ns","ns","ns","-+",362,0.177,8.59E-01
28943,109,"y","y",79148,"MMP28","------",7257,-14.522,"-",8.79E-48,"-----??-",6325,-8.80,"-",1.33E-18,13582,-16.622,"-",4.79E-62,"?",0,"ns","ns","ns","-",394,-0.006,0.003,6.55E-02,"--",515,-5.059,4.21E-07,"-",299,-0.027,0.004,7.31E-12,"+?",213,1.920,5.48E-02,"+",869,0.000,0.000,5.20E-01,"?",0,"ns","ns","ns","-?",134,-2.974,2.94E-03
21923,110,"y","y",5641,"LGMN","------",7257,-11.544,"-",7.94E-31,"--------",8009,-11.96,"-",5.89E-33,15266,-16.62,"-",4.95E-62,"-",394,-0.010,0.004,4.22E-03,"-",394,-0.016,0.003,3.55E-07,"--",515,-4.711,2.46E-06,"-",299,-0.011,0.002,4.30E-07,"++",567,0.317,7.51E-01,"-",869,-0.006,0.002,7.85E-03,"?",0,"ns","ns","ns","-?",134,-1.443,1.49E-01
32267,111,"y","y",8832,"CD84","++-+++",7257,10.260,"+",1.06E-24,"++++++++",8009,13.17,"+",1.26E-39,15266,16.616,"+",5.38E-62,"?",0,"ns","ns","ns","?",0,"ns","ns","ns","++",515,3.811,1.38E-04,"+",299,0.014,0.004,7.18E-04,"-+",567,-1.362,1.73E-01,"-",869,-0.001,0.002,5.10E-01,"+",1244,0.002,0.000,4.24E-13,"-+",362,0.280,7.79E-01
